geometry,city,EV_stations,parking,edges,parking_space,civic,restaurant,park,school,node,Community_centre,place_of_worship,university,cinema,library,commercial,retail,townhall,government,residential,population,predicted_EV_stations
"POLYGON ((7.0107533789084515 49.193343933025, 7.01093174146942 49.18889694280592, 7.010628440286217 49.18889171681567, 7.0103564 49.1897914, 7.009719 49.1919129, 7.0096394 49.1921571, 7.009202040738892 49.19331719273453, 7.0107533789084515 49.193343933025))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.01093174146942 49.18889694280592, 7.010969155641721 49.18796398168309, 7.010913300000001 49.1879496, 7.010628440286217 49.18889171681567, 7.01093174146942 49.18889694280592))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.005964309240462 49.312337115149845, 7.006782600000001 49.31157519999999, 7.0068776703528535 49.30897771318064, 7.006100490649091 49.30896430176932, 7.005964309240462 49.312337115149845))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.0068776703528535 49.30897771318064, 7.007040408278693 49.30453053473747, 7.006280000037788 49.304517413555104, 7.006100490649091 49.30896430176932, 7.0068776703528535 49.30897771318064))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.007040408278693 49.30453053473747, 7.007120600000001 49.30233869999999, 7.010119520561228 49.30013362714363, 7.006459465142202 49.30007052141665, 7.006280000037788 49.304517413555104, 7.007040408278693 49.30453053473747))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.010119520561228 49.30013362714363, 7.012262700000001 49.2985576, 7.013302700459042 49.29778697780413, 7.013385012196774 49.2957398424124, 7.006638885976424 49.29562362535404, 7.006459465142202 49.30007052141665, 7.010119520561228 49.30013362714363))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.013385012196774 49.2957398424124, 7.013563782686187 49.29129292430253, 7.006818262554542 49.29117672536734, 7.006638885976424 49.29562362535404, 7.013385012196774 49.2957398424124))",Saarbrucken,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.013563782686187 49.29129292430253, 7.013564341382446 49.29127902500046, 7.0134407 49.29101579999999, 7.012361 49.2900246, 7.011548999999999 49.28965389999999, 7.011503900000001 49.289414599999986, 7.0093468 49.289191599999995, 7.008443300000001 49.288813899999994, 7.0078144 49.28895389999999, 7.00711 49.2887499, 7.006919814528427 49.2886586762722, 7.006818262554542 49.29117672536734, 7.013563782686187 49.29129292430253))",Saarbrucken,0,1,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0,2.539628784960965,0
"POLYGON ((7.013302700459042 49.29778697780413, 7.016004460512035 49.29578486195328, 7.013385012196774 49.2957398424124, 7.013302700459042 49.29778697780413))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.016004460512035 49.29578486195328, 7.0166324000000015 49.2953195, 7.016018300000001 49.29437329999999, 7.0143129 49.292872599999995, 7.013570927881474 49.29129304717724, 7.013563782686187 49.29129292430253, 7.013385012196774 49.2957398424124, 7.016004460512035 49.29578486195328))",Saarbrucken,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1
"POLYGON ((7.013570927881474 49.29129304717724, 7.013564341382446 49.29127902500046, 7.013563782686187 49.29129292430253, 7.013570927881474 49.29129304717724))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.007018403707848 49.28621375393565, 7.007803000000001 49.28627939999999, 7.0096307 49.2856538, 7.010643300000001 49.28515899999999, 7.013873732596484 49.283580306637546, 7.013921191400635 49.28239907632056, 7.0071768829987695 49.28228291362202, 7.007018403707848 49.28621375393565))",Saarbrucken,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.013921191400635 49.28239907632056, 7.014099829653712 49.27795214644862, 7.0073561268930185 49.27783600186354, 7.0071768829987695 49.28228291362202, 7.013921191400635 49.28239907632056))",Saarbrucken,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.014099829653712 49.27795214644862, 7.014278423856046 49.27350521265613, 7.0075353265874405 49.2733890861813, 7.0073561268930185 49.27783600186354, 7.014099829653712 49.27795214644862))",Saarbrucken,0,2,29,0,0,0,0,1,14,0,1,0,0,0,0,0,0,0.0,1,4.013376674564996,0
"POLYGON ((7.014278423856046 49.27350521265613, 7.014456974021641 49.26905827494323, 7.007714482096088 49.26894216657536, 7.0075353265874405 49.2733890861813, 7.014278423856046 49.27350521265613))",Saarbrucken,0,0,25,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0.0,0,4.013376674564995,0
"POLYGON ((7.014456974021641 49.26905827494323, 7.0146354801644994 49.26461133330991, 7.007893593433011 49.26449524304581, 7.007714482096088 49.26894216657536, 7.014456974021641 49.26905827494323))",Saarbrucken,0,2,59,0,0,1,0,0,26,0,0,0,0,0,0,2,0,0.0,0,4.013376674564996,0
"POLYGON ((7.0146354801644994 49.26461133330991, 7.014813942298616 49.260164387756305, 7.008072660612253 49.26004831559272, 7.007893593433011 49.26449524304581, 7.0146354801644994 49.26461133330991))",Saarbrucken,0,2,9,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.014813942298616 49.260164387756305, 7.01499236043798 49.25571743828246, 7.0082516836478455 49.25560138421616, 7.008072660612253 49.26004831559272, 7.014813942298616 49.260164387756305))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.01499236043798 49.25571743828246, 7.015170734596571 49.25127048488847, 7.00843066255382 49.25115444891624, 7.0082516836478455 49.25560138421616, 7.01499236043798 49.25571743828246))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.015170734596571 49.25127048488847, 7.015349064788367 49.24682352757441, 7.008609597344201 49.246707509693, 7.00843066255382 49.25115444891624, 7.015170734596571 49.25127048488847))",Saarbrucken,0,3,112,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0.0,1,4.013376674564995,1
"POLYGON ((7.015349064788367 49.24682352757441, 7.015527351027338 49.242376566340354, 7.008788488033003 49.242260566546555, 7.008609597344201 49.246707509693, 7.015349064788367 49.24682352757441))",Saarbrucken,0,2,117,0,1,2,1,0,51,0,0,0,0,0,0,1,0,0.0,0,4.013376674564996,1
"POLYGON ((7.015527351027338 49.242376566340354, 7.015705593327446 49.23792960118639, 7.008967334634239 49.23781361947695, 7.008788488033003 49.242260566546555, 7.015527351027338 49.242376566340354))",Saarbrucken,1,3,75,0,0,1,1,1,33,0,1,0,0,0,1,1,0,0.0,1,4.013376674564995,1
"POLYGON ((7.015705593327446 49.23792960118639, 7.015883791702652 49.23348263211257, 7.009146137161912 49.233366668484265, 7.008967334634239 49.23781361947695, 7.015705593327446 49.23792960118639))",Saarbrucken,0,14,108,0,0,0,2,0,53,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.015883791702652 49.23348263211257, 7.016061946166905 49.22903565911899, 7.009324895630024 49.228919713568615, 7.009146137161912 49.233366668484265, 7.015883791702652 49.23348263211257))",Saarbrucken,0,15,203,0,0,1,0,1,100,1,1,0,0,0,2,1,0,5.0,0,4.013376674564996,1
"POLYGON ((7.016061946166905 49.22903565911899, 7.016240056734152 49.22458868220572, 7.0095036100525645 49.22447275473003, 7.009324895630024 49.228919713568615, 7.016061946166905 49.22903565911899))",Saarbrucken,2,28,252,0,0,5,0,0,119,0,0,0,0,0,0,0,0,1.0,0,4.013376674564996,1
"POLYGON ((7.016240056734152 49.22458868220572, 7.016418123418331 49.220141701372846, 7.00968228044352 49.220025791968624, 7.0095036100525645 49.22447275473003, 7.016240056734152 49.22458868220572))",Saarbrucken,2,22,133,0,0,0,1,0,59,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.016418123418331 49.220141701372846, 7.016596146233377 49.21569471662043, 7.009860906816872 49.21557882528446, 7.00968228044352 49.220025791968624, 7.016418123418331 49.220141701372846))",Saarbrucken,1,13,176,0,0,5,0,0,90,1,1,0,0,0,3,1,0,0.0,0,4.013376674564996,1
"POLYGON ((7.016596146233377 49.21569471662043, 7.016774125193215 49.21124772794855, 7.010039489186593 49.21113185467761, 7.009860906816872 49.21557882528446, 7.016596146233377 49.21569471662043))",Saarbrucken,0,4,113,0,0,0,0,0,48,1,2,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.016774125193215 49.21124772794855, 7.016952060311768 49.2068007353573, 7.010218027566655 49.20668488014816, 7.010039489186593 49.21113185467761, 7.016774125193215 49.21124772794855))",Saarbrucken,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.016952060311768 49.2068007353573, 7.017129951602949 49.202353738846746, 7.010396521971014 49.2022379016962, 7.010218027566655 49.20668488014816, 7.016952060311768 49.2068007353573))",Saarbrucken,0,1,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.017129951602949 49.202353738846746, 7.017307799080667 49.19790673841697, 7.01057497241363 49.19779091932177, 7.010396521971014 49.2022379016962, 7.017129951602949 49.202353738846746))",Saarbrucken,0,7,48,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.017307799080667 49.19790673841697, 7.017485602758826 49.193459734068036, 7.0107533789084515 49.193343933025, 7.01057497241363 49.19779091932177, 7.017307799080667 49.19790673841697))",Saarbrucken,0,2,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.017485602758826 49.193459734068036, 7.017542005445617 49.19204883057432, 7.017026000000001 49.191847799999984, 7.015715 49.1911839, 7.0152996 49.19078729999999, 7.013768205485963 49.18894577750912, 7.01093174146942 49.18889694280592, 7.0107533789084515 49.193343933025, 7.017485602758826 49.193459734068036))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.013768205485963 49.18894577750912, 7.013491900000001 49.1886135, 7.010969155641721 49.18796398168309, 7.01093174146942 49.18889694280592, 7.013768205485963 49.18894577750912))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.013873732596484 49.283580306637546, 7.014514999999999 49.2832669, 7.0172901 49.2847212, 7.019418045557825 49.28694345766675, 7.020487466667083 49.2869617895852, 7.020665543180816 49.28251484557844, 7.013921191400635 49.28239907632056, 7.013873732596484 49.283580306637546))",Saarbrucken,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.019418045557825 49.28694345766675, 7.0194494 49.2869762, 7.020453923466915 49.28779931045208, 7.020487466667083 49.2869617895852, 7.019418045557825 49.28694345766675))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.020665543180816 49.28251484557844, 7.020843575778928 49.2780678976543, 7.014099829653712 49.27795214644862, 7.013921191400635 49.28239907632056, 7.020665543180816 49.28251484557844))",Saarbrucken,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.020843575778928 49.2780678976543, 7.021021564475384 49.27362094581285, 7.014278423856046 49.27350521265613, 7.014099829653712 49.27795214644862, 7.020843575778928 49.2780678976543))",Saarbrucken,0,0,52,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.021021564475384 49.27362094581285, 7.021199509284144 49.269173990054185, 7.014456974021641 49.26905827494323, 7.014278423856046 49.27350521265613, 7.021021564475384 49.27362094581285))",Saarbrucken,0,1,66,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.021199509284144 49.269173990054185, 7.021377410219162 49.264727030378346, 7.0146354801644994 49.26461133330991, 7.014456974021641 49.26905827494323, 7.021199509284144 49.269173990054185))",Saarbrucken,0,1,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.021377410219162 49.264727030378346, 7.021555267294382 49.26028006678544, 7.014813942298616 49.260164387756305, 7.0146354801644994 49.26461133330991, 7.021377410219162 49.264727030378346))",Saarbrucken,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.021555267294382 49.26028006678544, 7.021733080523752 49.25583309927552, 7.01499236043798 49.25571743828246, 7.014813942298616 49.260164387756305, 7.021555267294382 49.26028006678544))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.021733080523752 49.25583309927552, 7.021910849921202 49.25138612784868, 7.015170734596571 49.25127048488847, 7.01499236043798 49.25571743828246, 7.021733080523752 49.25583309927552))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.021910849921202 49.25138612784868, 7.022088575500661 49.24693915250498, 7.015349064788367 49.24682352757441, 7.015170734596571 49.25127048488847, 7.021910849921202 49.25138612784868))",Saarbrucken,0,1,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.022088575500661 49.24693915250498, 7.022266257276054 49.2424921732445, 7.015527351027338 49.242376566340354, 7.015349064788367 49.24682352757441, 7.022088575500661 49.24693915250498))",Saarbrucken,1,13,54,0,0,1,0,0,26,0,1,1,0,0,0,0,0,0.0,4,4.013376674564996,1
"POLYGON ((7.022266257276054 49.2424921732445, 7.022443895261297 49.23804519006733, 7.015705593327446 49.23792960118639, 7.015527351027338 49.242376566340354, 7.022266257276054 49.2424921732445))",Saarbrucken,0,11,94,0,0,1,2,0,42,0,0,0,0,0,2,0,0,0.0,4,4.013376674564996,1
"POLYGON ((7.022443895261297 49.23804519006733, 7.022621489470299 49.233598202973525, 7.015883791702652 49.23348263211257, 7.015705593327446 49.23792960118639, 7.022443895261297 49.23804519006733))",Saarbrucken,0,4,98,0,0,0,2,0,37,0,0,0,0,0,0,0,0,0.0,4,4.013376674564996,1
"POLYGON ((7.022621489470299 49.233598202973525, 7.0227990399169675 49.22915121196318, 7.016061946166905 49.22903565911899, 7.015883791702652 49.23348263211257, 7.022621489470299 49.233598202973525))",Saarbrucken,0,15,159,0,0,2,0,2,77,0,0,0,0,0,1,3,0,5.0,0,4.013376674564996,1
"POLYGON ((7.0227990399169675 49.22915121196318, 7.022976546615198 49.22470421703633, 7.016240056734152 49.22458868220572, 7.016061946166905 49.22903565911899, 7.0227990399169675 49.22915121196318))",Saarbrucken,4,29,272,0,0,2,0,0,122,0,0,0,0,0,4,0,0,4.0,0,4.013376674564995,1
"POLYGON ((7.022976546615198 49.22470421703633, 7.023154009578883 49.22025721819312, 7.016418123418331 49.220141701372846, 7.016240056734152 49.22458868220572, 7.022976546615198 49.22470421703633))",Saarbrucken,0,7,85,0,0,0,2,0,43,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.023154009578883 49.22025721819312, 7.023331428821912 49.21581021543358, 7.016596146233377 49.21569471662043, 7.016418123418331 49.220141701372846, 7.023154009578883 49.22025721819312))",Saarbrucken,0,3,39,0,0,3,1,1,21,0,1,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.023331428821912 49.21581021543358, 7.023508804358163 49.21136320875779, 7.016774125193215 49.21124772794855, 7.016596146233377 49.21569471662043, 7.023331428821912 49.21581021543358))",Saarbrucken,0,1,53,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.023508804358163 49.21136320875779, 7.023686136201508 49.206916198165814, 7.016952060311768 49.2068007353573, 7.016774125193215 49.21124772794855, 7.023508804358163 49.21136320875779))",Saarbrucken,0,1,49,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.023686136201508 49.206916198165814, 7.0238634243658185 49.20246918365776, 7.017129951602949 49.202353738846746, 7.016952060311768 49.2068007353573, 7.023686136201508 49.206916198165814))",Saarbrucken,0,7,86,0,0,0,0,0,37,0,0,0,0,0,0,2,0,0.0,0,4.013376674564996,1
"POLYGON ((7.0238634243658185 49.20246918365776, 7.024040668864954 49.19802216523368, 7.017307799080667 49.19790673841697, 7.017129951602949 49.202353738846746, 7.0238634243658185 49.20246918365776))",Saarbrucken,0,2,86,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.024040668864954 49.19802216523368, 7.024217869712771 49.19357514289366, 7.017485602758826 49.193459734068036, 7.017307799080667 49.19790673841697, 7.024040668864954 49.19802216523368))",Saarbrucken,0,21,122,0,0,2,1,0,51,0,0,0,0,0,3,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.024217869712771 49.19357514289366, 7.024380762371503 49.18948622819298, 7.0236852 49.189295200000004, 7.023394000000001 49.1892194, 7.0223387 49.1899871, 7.022074800000002 49.1902503, 7.021994800000001 49.19047909999998, 7.0219796 49.190723099999985, 7.022162099999999 49.1922949, 7.0221398 49.192403899999995, 7.0215876 49.19321250000001, 7.0196333 49.192788, 7.0194059 49.1927349, 7.0193007 49.192709199999996, 7.0192015 49.192681099999994, 7.018907 49.19258059999999, 7.017542005445617 49.19204883057432, 7.017485602758826 49.193459734068036, 7.024217869712771 49.19357514289366))",Saarbrucken,0,1,36,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.020453923466915 49.28779931045208, 7.021511800000001 49.2886661, 7.022408500000001 49.2891415, 7.026331599999999 49.2912215, 7.026686165589403 49.29151784201579, 7.027054953020343 49.29152414147707, 7.027232467496623 49.28707718339041, 7.020487466667083 49.2869617895852, 7.020453923466915 49.28779931045208))",Saarbrucken,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0.0,0,4.013376674564997,0
"POLYGON ((7.026686165589403 49.29151784201579, 7.027043288379444 49.29181631667565, 7.027054953020343 49.29152414147707, 7.026686165589403 49.29151784201579))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.027232467496623 49.28707718339041, 7.027409938192501 49.2826302213895, 7.020665543180816 49.28251484557844, 7.020487466667083 49.2869617895852, 7.027232467496623 49.28707718339041))",Saarbrucken,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.027409938192501 49.2826302213895, 7.027587365121898 49.27818325547444, 7.020843575778928 49.2780678976543, 7.020665543180816 49.28251484557844, 7.027409938192501 49.2826302213895))",Saarbrucken,0,0,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.027587365121898 49.27818325547444, 7.027764748298734 49.27373628564528, 7.021021564475384 49.27362094581285, 7.020843575778928 49.2780678976543, 7.027587365121898 49.27818325547444))",Saarbrucken,0,2,106,0,0,1,1,0,49,0,0,0,0,0,0,0,0,0.0,0,4.013376674564995,1
"POLYGON ((7.027764748298734 49.27373628564528, 7.027942087736923 49.2692893119021, 7.021199509284144 49.269173990054185, 7.021021564475384 49.27362094581285, 7.027764748298734 49.27373628564528))",Saarbrucken,1,6,52,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0.0,0,4.013376674564996,0
"POLYGON ((7.027942087736923 49.2692893119021, 7.028119383450369 49.26484233424498, 7.021377410219162 49.264727030378346, 7.021199509284144 49.269173990054185, 7.027942087736923 49.2692893119021))",Saarbrucken,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.028119383450369 49.26484233424498, 7.028296635452972 49.260395352673996, 7.021555267294382 49.26028006678544, 7.021377410219162 49.264727030378346, 7.028119383450369 49.26484233424498))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.028296635452972 49.260395352673996, 7.028473843758629 49.255948367189205, 7.021733080523752 49.25583309927552, 7.021555267294382 49.26028006678544, 7.028296635452972 49.260395352673996))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.028473843758629 49.255948367189205, 7.028651008381225 49.2515013777907, 7.021910849921202 49.25138612784868, 7.021733080523752 49.25583309927552, 7.028473843758629 49.255948367189205))",Saarbrucken,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.028651008381225 49.2515013777907, 7.0288281293346415 49.24705438447856, 7.022088575500661 49.24693915250498, 7.021910849921202 49.25138612784868, 7.028651008381225 49.2515013777907))",Saarbrucken,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.0288281293346415 49.24705438447856, 7.029005206632756 49.242607387252846, 7.022266257276054 49.2424921732445, 7.022088575500661 49.24693915250498, 7.0288281293346415 49.24705438447856))",Saarbrucken,0,0,6,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.029005206632756 49.242607387252846, 7.029182240289439 49.238160386113634, 7.022443895261297 49.23804519006733, 7.022266257276054 49.2424921732445, 7.029005206632756 49.242607387252846))",Saarbrucken,1,6,37,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0.0,0,4.013376674564996,0
"POLYGON ((7.029182240289439 49.238160386113634, 7.029359230318551 49.233713381061, 7.022621489470299 49.233598202973525, 7.022443895261297 49.23804519006733, 7.029182240289439 49.238160386113634))",Saarbrucken,0,6,54,0,0,1,0,0,28,0,1,0,0,0,0,0,0,0.0,1,4.013376674564996,1
"POLYGON ((7.029359230318551 49.233713381061, 7.029536176733951 49.229266372095026, 7.0227990399169675 49.22915121196318, 7.022621489470299 49.233598202973525, 7.029359230318551 49.233713381061))",Saarbrucken,0,12,155,0,0,0,0,0,72,0,0,0,0,0,1,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.029536176733951 49.229266372095026, 7.02971307954949 49.224819359215786, 7.022976546615198 49.22470421703633, 7.0227990399169675 49.22915121196318, 7.029536176733951 49.229266372095026))",Saarbrucken,0,23,188,0,0,0,0,0,89,0,0,0,0,0,2,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.02971307954949 49.224819359215786, 7.029889938779013 49.22037234242334, 7.023154009578883 49.22025721819312, 7.022976546615198 49.22470421703633, 7.02971307954949 49.224819359215786))",Saarbrucken,0,5,83,0,0,0,1,1,35,0,1,0,0,0,9,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.029889938779013 49.22037234242334, 7.030066754436361 49.215925321717776, 7.023331428821912 49.21581021543358, 7.023154009578883 49.22025721819312, 7.029889938779013 49.22037234242334))",Saarbrucken,1,8,51,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.030066754436361 49.215925321717776, 7.030243526535365 49.21147829709916, 7.023508804358163 49.21136320875779, 7.023331428821912 49.21581021543358, 7.030066754436361 49.215925321717776))",Saarbrucken,0,2,20,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0.0,0,4.013376674564997,0
"POLYGON ((7.030243526535365 49.21147829709916, 7.030420255089853 49.20703126856757, 7.023686136201508 49.206916198165814, 7.023508804358163 49.21136320875779, 7.030243526535365 49.21147829709916))",Saarbrucken,1,11,140,0,0,1,0,0,78,0,0,0,0,0,1,1,0,0.0,0,4.013376674564996,1
"POLYGON ((7.030420255089853 49.20703126856757, 7.030596940113646 49.2025842361231, 7.0238634243658185 49.20246918365776, 7.023686136201508 49.206916198165814, 7.030420255089853 49.20703126856757))",Saarbrucken,0,1,58,0,0,0,0,0,26,0,2,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.030596940113646 49.2025842361231, 7.030773581620559 49.198137199765796, 7.024040668864954 49.19802216523368, 7.0238634243658185 49.20246918365776, 7.030596940113646 49.2025842361231))",Saarbrucken,0,1,69,0,0,3,1,1,33,1,2,0,0,0,0,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.030773581620559 49.198137199765796, 7.030950179624399 49.19369015949575, 7.024217869712771 49.19357514289366, 7.024040668864954 49.19802216523368, 7.030773581620559 49.198137199765796))",Saarbrucken,1,5,89,0,0,3,1,0,43,0,0,0,0,0,2,0,0,0.0,0,4.013376674564996,1
"POLYGON ((7.030950179624399 49.19369015949575, 7.031053256899167 49.19109398901306, 7.0296829 49.190988, 7.028507000000001 49.1908924, 7.0280487 49.19122600000001, 7.027804400000001 49.19110200000001, 7.027641600000001 49.1907785, 7.026687 49.190327700000005, 7.026071100000001 49.18997009999999, 7.025954099999999 49.18989160000001, 7.024560900000002 49.1895357, 7.024380762371503 49.18948622819298, 7.024217869712771 49.19357514289366, 7.030950179624399 49.19369015949575))",Saarbrucken,0,2,72,0,0,2,0,0,34,0,0,0,0,0,0,0,0,0.0,1,4.013376674564996,1
"POLYGON ((7.027043288379444 49.29181631667565, 7.0287931 49.293278699999995, 7.0290688999999995 49.29349609999999, 7.029344999999999 49.293709699999994, 7.029881800000001 49.294144599999996, 7.032369969477841 49.296064784060576, 7.032627101936682 49.29606916363662, 7.0336327634601545 49.29585714877354, 7.033800602929035 49.291639159704125, 7.027054953020343 49.29152414147707, 7.027043288379444 49.29181631667565))",Saarbrucken,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.032369969477841 49.296064784060576, 7.0324296 49.2961108, 7.032627101936682 49.29606916363662, 7.032369969477841 49.296064784060576))",Saarbrucken,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0
"POLYGON ((7.033800602929035 49.291639159704125, 7.033977511424555 49.2871921836814, 7.027232467496623 49.28707718339041, 7.027054953020343 49.29152414147707, 7.033800602929035 49.291639159704125))",Saarbrucken,0,5,118,0,0,0,0,0,56,0,0,0,0,0,1,2,0,0.0,0,4.013376674564996,1
"POLYGON ((7.033977511424555 49.2871921836814, 7.0341543762888685 49.28274520374762, 7.027409938192501 49.2826302213895, 7.027232467496623 49.28707718339041, 7.033977511424555 49.2871921836814))",Saarbrucken,0,0,56,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0.0,0,4.013376674564996,0
"POLYGON ((7.0341543762888685 49.28274520374762, 7.034331197535851 49.278298219902894, 7.027587365121898 49.27818325547444, 7.027409938192501 49.2826302213895, 7.0341543762888685 49.28274520374762))",Saarbrucken,0,0,62,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0.0,0,4.013376674564995,0
