,geometry,EV_stations_counts,EV_stations_geomery,population,landuse,nodes,edges,density,parking_count,parking_types,restaurant_count,library_count,university_count,school_count,park_count,townhall_count,Community_centre_count,government_count,civic_count,commercial_count,retail_count,place_of_worship_count
713,"POLYGON ((8.496963922945623 49.04715969031048, 8.4971577 49.04705700000001, 8.4977426 49.046938, 8.4982855 49.046518999999996, 8.4987745 49.0460681, 8.4992884 49.0454582, 8.4998523 49.0449472, 8.5001523 49.044714199999994, 8.500271659947215 49.044644330069794, 8.50029080405549 49.04273372476003, 8.49351104527339 49.04270416891266, 8.493465947850302 49.04714439039039, 8.496963922945623 49.04715969031048))",0,[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
714,"POLYGON ((8.50029080405549 49.04273372476003, 8.500335286961448 49.03829349522128, 8.493556131634652 49.03826394396998, 8.49351104527339 49.04270416891266, 8.50029080405549 49.04273372476003))",0,[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
715,"POLYGON ((8.500335286961448 49.03829349522128, 8.500379758957061 49.033853262218344, 8.493601206937575 49.033823715562285, 8.493556131634652 49.03826394396998, 8.500335286961448 49.03829349522128))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
716,"POLYGON ((8.500379758957061 49.033853262218344, 8.500424220045774 49.02941302575114, 8.493646271185648 49.029383483689514, 8.493601206937575 49.033823715562285, 8.500379758957061 49.033853262218344))",0,[],5.535613522714615,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
717,"POLYGON ((8.500424220045774 49.02941302575114, 8.500468670231024 49.02497278581961, 8.493691324382361 49.02494324835161, 8.493646271185648 49.029383483689514, 8.500424220045774 49.02941302575114))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
718,"POLYGON ((8.500468670231024 49.02497278581961, 8.50051310951625 49.020532542423666, 8.493736366531197 49.02050300954847, 8.493691324382361 49.02494324835161, 8.500468670231024 49.02497278581961))",0,[],5.5356135227146135,Other,3,4,0.6666666666666666,5,{'surface': 5},1,0,0,0,0,0,0,0,0,3,0,0
719,"POLYGON ((8.50051310951625 49.020532542423666, 8.500557537904893 49.01609229556327, 8.493781397635644 49.01606276728007, 8.493736366531197 49.02050300954847, 8.50051310951625 49.020532542423666))",0,[],5.535613522714614,Other,3,4,0.6666666666666666,0,{},0,0,0,0,0,0,0,0,0,0,0,0
720,"POLYGON ((8.500557537904893 49.01609229556327, 8.500601955400388 49.01165204523831, 8.49382641769918 49.01162252154629, 8.493781397635644 49.01606276728007, 8.500557537904893 49.01609229556327))",0,[],5.5356135227146135,Other,30,74,0.08505747126436781,0,{},0,0,0,0,0,0,0,0,0,0,0,0
721,"POLYGON ((8.500601955400388 49.01165204523831, 8.500646362006167 49.00721179144876, 8.49387142672529 49.00718227234712, 8.49382641769918 49.01162252154629, 8.500601955400388 49.01165204523831))",0,[],5.535613522714614,Other,18,38,0.12418300653594772,7,"{'surface': 3, 'underground': 2, 'street_side': 2}",1,0,0,0,1,2,0,1,0,0,0,0
722,"POLYGON ((8.500646362006167 49.00721179144876, 8.500690757725668 49.00277153419454, 8.493916424717453 49.002742019682465, 8.49387142672529 49.00718227234712, 8.500646362006167 49.00721179144876))",0,[],5.5356135227146135,Other,31,54,0.05806451612903226,7,"{'street_side': 4, 'surface': 2}",1,1,0,0,2,1,0,0,0,1,4,3
723,"POLYGON ((8.500690757725668 49.00277153419454, 8.500735142562318 48.99833127347556, 8.493961411679148 48.99830176355223, 8.493916424717453 49.002742019682465, 8.500690757725668 49.00277153419454))",0,[],5.535613522714614,residential,5,10,0.5,2,{'surface': 1},1,0,0,0,0,0,0,0,0,0,0,0
724,"POLYGON ((8.500735142562318 48.99833127347556, 8.500778336401874 48.99400911148025, 8.500581053337568 48.9938901503947, 8.49400638761385 48.99386150395638, 8.493961411679148 48.99830176355223, 8.500735142562318 48.99833127347556))",0,[],5.5356135227146135,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
725,"POLYGON ((8.500581053337568 48.9938901503947, 8.5001954 48.99365759999999, 8.500248400000002 48.9923484, 8.5003557 48.992179400000005, 8.50080185571657 48.991655232232354, 8.500823879600793 48.9894507416431, 8.494051352525034 48.98942124089484, 8.49400638761385 48.99386150395638, 8.500581053337568 48.9938901503947))",0,[],5.5356135227146135,residential,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
726,"POLYGON ((8.500823879600793 48.9894507416431, 8.500868231809473 48.98501047052948, 8.494096306416175 48.984980974367545, 8.494051352525034 48.98942124089484, 8.500823879600793 48.9894507416431))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
727,"POLYGON ((8.500868231809473 48.98501047052948, 8.500912573149016 48.98057019595085, 8.494141249290745 48.98054070437441, 8.494096306416175 48.984980974367545, 8.500868231809473 48.98501047052948))",0,[],0.0,Other,0,0,0.0,1,{'surface': 1},0,0,0,0,0,0,0,0,0,0,0,0
728,"POLYGON ((8.500912573149016 48.98057019595085, 8.500956903622846 48.976129917907116, 8.494186181152216 48.97610043091538, 8.494141249290745 48.98054070437441, 8.500912573149016 48.98057019595085))",0,[],0.0,Other,0,0,0.0,1,{},0,0,0,0,0,0,0,0,0,0,0,0
729,"POLYGON ((8.500956903622846 48.976129917907116, 8.501001223234388 48.97168963639824, 8.494231102004054 48.97166015399039, 8.494186181152216 48.97610043091538, 8.500956903622846 48.976129917907116))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
730,"POLYGON ((8.501001223234388 48.97168963639824, 8.50104553198706 48.96724935142414, 8.49427601184973 48.96721987359937, 8.494231102004054 48.97166015399039, 8.501001223234388 48.97168963639824))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
731,"POLYGON ((8.50104553198706 48.96724935142414, 8.501089829884284 48.962809062984746, 8.494320910692709 48.962779589742254, 8.49427601184973 48.96721987359937, 8.50104553198706 48.96724935142414))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
732,"POLYGON ((8.501089829884284 48.962809062984746, 8.501134116929476 48.958368771079996, 8.494365798536453 48.95833930241896, 8.494320910692709 48.962779589742254, 8.501089829884284 48.962809062984746))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
733,"POLYGON ((8.501134116929476 48.958368771079996, 8.501178393126057 48.95392847570984, 8.494410675384428 48.95389901162945, 8.494365798536453 48.95833930241896, 8.501134116929476 48.958368771079996))",0,[],5.5356135227146135,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
734,"POLYGON ((8.501178393126057 48.95392847570984, 8.501222658477438 48.949488176874176, 8.494455541240097 48.94945871737363, 8.494410675384428 48.95389901162945, 8.501178393126057 48.95392847570984))",0,[],5.5356135227146135,Other,2,4,2.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
735,"POLYGON ((8.501222658477438 48.949488176874176, 8.501266912987035 48.94504787457294, 8.494500396106917 48.94501841965145, 8.494455541240097 48.94945871737363, 8.501222658477438 48.949488176874176))",0,[],5.535613522714615,Other,6,10,0.3333333333333333,0,{},0,0,0,0,0,0,0,0,0,0,0,0
736,"POLYGON ((8.501266912987035 48.94504787457294, 8.501291794606635 48.942550883345376, 8.499611 48.94248770000001, 8.4989391 48.9424617, 8.4986461 48.942472699999996, 8.4986341 48.94218670000001, 8.4960245 48.94191579999999, 8.494533391014311 48.94175147295131, 8.494500396106917 48.94501841965145, 8.501266912987035 48.94504787457294))",0,[],5.5356135227146135,Other,2,1,0.5,1,{'surface': 1},0,0,0,0,0,0,0,0,0,0,0,0
737,"POLYGON ((8.500271659947215 49.044644330069794, 8.5007842 49.04434429999999, 8.5010621 49.0441913, 8.50215 49.0437264, 8.5029599 49.0433864, 8.5037888 49.043058399999985, 8.5043397 49.04285249999999, 8.504641124228145 49.04275247985945, 8.50029080405549 49.04273372476003, 8.500271659947215 49.044644330069794))",0,[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
738,"POLYGON ((8.504641124228145 49.04275247985945, 8.5049816 49.0426395, 8.5052826 49.04252759999999, 8.5051387 49.0423995, 8.5062464 49.0420368, 8.506396 49.042173399999996, 8.5066181 49.04205970000001, 8.5070405 49.04060259999999, 8.507092478241669 49.04054647554973, 8.507114453281059 49.03832264826267, 8.500335286961448 49.03829349522128, 8.50029080405549 49.04273372476003, 8.504641124228145 49.04275247985945))",0,[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
739,"POLYGON ((8.507114453281059 49.03832264826267, 8.507158321965894 49.0338824107264, 8.500379758957061 49.033853262218344, 8.500335286961448 49.03829349522128, 8.507114453281059 49.03832264826267))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
740,"POLYGON ((8.507158321965894 49.0338824107264, 8.507202179891776 49.02944216972666, 8.500424220045774 49.02941302575114, 8.500379758957061 49.033853262218344, 8.507158321965894 49.0338824107264))",0,[],5.535613522714614,Other,0,0,0.0,3,{'surface': 2},1,0,0,0,0,0,0,2,0,0,0,0
741,"POLYGON ((8.507202179891776 49.02944216972666, 8.507246027062097 49.0250019252634, 8.500468670231024 49.02497278581961, 8.500424220045774 49.02941302575114, 8.507202179891776 49.02944216972666))",0,[],0.0,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
742,"POLYGON ((8.507246027062097 49.0250019252634, 8.507289863480251 49.02056167733653, 8.50051310951625 49.020532542423666, 8.500468670231024 49.02497278581961, 8.507246027062097 49.0250019252634))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
743,"POLYGON ((8.507289863480251 49.02056167733653, 8.507333689149629 49.01612142594601, 8.500557537904893 49.01609229556327, 8.50051310951625 49.020532542423666, 8.507289863480251 49.02056167733653))",0,[],5.5356135227146135,Other,0,0,0.0,3,{},2,0,0,0,0,0,0,0,0,0,0,0
744,"POLYGON ((8.507333689149629 49.01612142594601, 8.507377504073618 49.01168117109174, 8.500601955400388 49.01165204523831, 8.500557537904893 49.01609229556327, 8.507333689149629 49.01612142594601))",0,[],5.535613522714614,Other,0,0,0.0,0,{},0,0,0,0,0,0,0,0,0,0,0,0
745,"POLYGON ((8.507377504073618 49.01168117109174, 8.50742130825561 49.00724091277366, 8.500646362006167 49.00721179144876, 8.500601955400388 49.01165204523831, 8.507377504073618 49.01168117109174))",0,[],5.535613522714615,Other,4,8,0.6666666666666666,1,{'surface': 1},0,0,0,0,0,0,0,0,0,0,0,0
